"maprojid","magencyacro","magencyname","typecategory","totalplannedcommit","commit_total","spent_total"
"816HL82HITIN","DOHMH","Department of Health and Mental Hygiene","Lump Sum","65000","0.00","2157858.93"
"801CONEYWEST","SBS","Department of Small Business Services",,"48435000","1354822.73","121606569.01"
"801BRONXWORK","SBS","Department of Small Business Services",,"0","0.00","490351.25"
"801YANKDEMO","SBS","Department of Small Business Services","Fixed Asset","40000","0.00","23396909.69"
"801BUSHTCAFE","SBS","Department of Small Business Services",,"13683000","58113.73","258304.68"
"801CAROUSEL","SBS","Department of Small Business Services",,"0","0.00","2034375.84"
"801EFLATVILL","SBS","Department of Small Business Services",,"3000000","0","0"
"801FLATREV","SBS","Department of Small Business Services",,"0","0","52549998"
"056PO79BMAHM","NYPD","Police Department","Fixed Asset","1000000","0","0"
"841HWCOINFAC","DOT","Department of Transportation","Fixed Asset","6731000","0.00","63381.64"
"841HWD10111","DOT","Department of Transportation","Lump Sum","500000","0","0"
"841HWD104-08","DOT","Department of Transportation",,"200000","0","0"
"801FFMDRAIN","SBS","Department of Small Business Services",,"600000","0","0"
"801FORESTAVE","SBS","Department of Small Business Services",,"0","0.00","4687783.88"
"801HLEDEN2","SBS","Department of Small Business Services",,"0","0.00","1756387.72"
"801GROCERY","SBS","Department of Small Business Services",,"70000000","0","0"
"801HLNYACADM","SBS","Department of Small Business Services",,"0","0","0"
"801HOMEPORT2","SBS","Department of Small Business Services",,"74429000","61575239.90","43828602.98"
"846P-2CPITEN","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","3656991.60"
"056SANDCD4","NYPD","Police Department","Fixed Asset","575000","0","0"
"801HIFNSW","SBS","Department of Small Business Services",,"0","0","0"
"072C75NICADA","DOC","Department of Correction","Lump Sum","0","17120.00","163342.44"
"801HWQWILLET","SBS","Department of Small Business Services",,"0","0","0"
"801JAMAVE1","SBS","Department of Small Business Services",,"20000","0.00","2604420.99"
"801KIPDOME","SBS","Department of Small Business Services",,"0","0.0","651247.2"
"801LAMARQUET","SBS","Department of Small Business Services",,"0","0.00","1959643.53"
"801PVMOCADA","SBS","Department of Small Business Services","Fixed Asset","1000","133508.33","10375737.70"
"841HBM1027","DOT","Department of Transportation","Fixed Asset","2298000","16500025.17","144888805.95"
"801PVN288FVC","SBS","Department of Small Business Services","ITT, Vehicles, and Equipment","0","0","3268292"
"81927201201","HHC","Health and Hospitals Corporation","Fixed Asset","273000","0","0"
"801PWDKBB&GC","SBS","Department of Small Business Services","Fixed Asset","21000","171280.4","671646.6"
"81975201502","HHC","Health and Hospitals Corporation","ITT, Vehicles, and Equipment","96000","241272.21","2558498.68"
"819ACEHHC408","HHC","Health and Hospitals Corporation","Fixed Asset","447000","0.00","19960592.95"
"819GOUV/MJR","HHC","Health and Hospitals Corporation","Fixed Asset","1481000","151611.98","241748055.36"
"850HWP2021LM","DDC","Department of Design and Construction",,"9009000","154642.6","2034725.4"
"126PV921-SHD","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"801LIFESCIEN","SBS","Department of Small Business Services",,"259900000","0","0"
"850HLDNMTS03","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","205853"
"850HRMNALTVA","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"801PUBLICPLA","SBS","Department of Small Business Services",,"90000","0.00","1578915.63"
"801PWDDAVI2","SBS","Department of Small Business Services",,"719000","0","0"
"801PWQCLUB","SBS","Department of Small Business Services",,"0","147847.33","5693809.81"
"801RISALTMAR","SBS","Department of Small Business Services",,"84000","1635.00","4543097.53"
"850HLDNMOUNS","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","60000","0"
"850HLDNSINAH","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","364000","0","0"
"042YC025-008","CUNY","City University of New York","Fixed Asset","0","15383.74","3312226.14"
"806HAM21MHEL","HPD","Housing Preservation and Development","Fixed Asset","117000","910803.96","1434051.61"
"801SAND1110","SBS","Department of Small Business Services",,"0","0","0"
"801PIER6PILE","SBS","Department of Small Business Services","Fixed Asset","4000","46132.39","1775339.20"
"841BRX2110","DOT","Department of Transportation","Fixed Asset","20530000","410992.98","965133.87"
"841HBQ49AV","DOT","Department of Transportation","Fixed Asset","98281000","9245095.35","3416766.37"
"841HBQ8019","DOT","Department of Transportation","Fixed Asset","64215000","1430457.08","931106.76"
"846P-312JJPG","DPR","Department of Parks and Recreation","Fixed Asset","55000","185047.37","3330112.89"
"801TRIANGLE","SBS","Department of Small Business Services",,"0","41234.66","9813765.34"
"801SBMTOSW","SBS","Department of Small Business Services",,"106491000","0","0"
"056PO-Q109","NYPD","Police Department","Fixed Asset","50000","0","0"
"126PV176-BLR","DCLA","Department of Cultural Affairs","Fixed Asset","10810000","0","0"
"801PWD9NICK","SBS","Department of Small Business Services","Lump Sum","31000","0","1218750"
"801PWD9QYWHA","SBS","Department of Small Business Services","Fixed Asset","0","0","667710"
"850SANDBROAD","DDC","Department of Design and Construction","Fixed Asset","0","0.00","301366.56"
"81913201101","HHC","Health and Hospitals Corporation","Fixed Asset","170000","0.00","3229725.76"
"801PWDB&GCMQ","SBS","Department of Small Business Services","Fixed Asset","3333000","0","0"
"81913201121","HHC","Health and Hospitals Corporation","Fixed Asset","65000","0","0"
"850SANDBOMB","DDC","Department of Design and Construction","Fixed Asset","4253000","9717542.96","20078818.84"
"801SIOUTLET","SBS","Department of Small Business Services",,"300000","0","11500000"
"801SPARCCUNY","SBS","Department of Small Business Services",,"512110000","23975114.81","24024884.19"
"801STFRANCI2","SBS","Department of Small Business Services",,"1359000","0","0"
"801PWDBHSHSO","SBS","Department of Small Business Services","Fixed Asset","0","0","6565000"
"801WLBKWSMM","SBS","Department of Small Business Services",,"2000000","0","0"
"801PIER79DOT","SBS","Department of Small Business Services","Fixed Asset","0","50507.33","1728869.64"
"81913201240","HHC","Health and Hospitals Corporation","ITT, Vehicles, and Equipment","0","0.0","1759928.2"
"801WLWCLBWF","SBS","Department of Small Business Services",,"0","0","0"
"826SE-861A","DEP","Department of Environmental Protection","Lump Sum","2000000","0","0"
"856PWD308CB3","DCAS","Department of Citywide Administrative Services","ITT, Vehicles, and Equipment","50000","0","0"
"8063280BRDWY","HPD","Housing Preservation and Development",,"0","0.00","3626275.05"
"850SE-414A","DDC","Department of Design and Construction","Fixed Asset","0","0","0"
"801PWDFHOUSE","SBS","Department of Small Business Services","Fixed Asset","358000","0","0"
"801PIER90","SBS","Department of Small Business Services","Fixed Asset","-161000","0.00","1941564.69"
"81913201301","HHC","Health and Hospitals Corporation","Fixed Asset","4157000","1234952.06","588588.94"
"801AGDSNAP2","SBS","Department of Small Business Services","Lump Sum","0","138169.46","2625205.54"
"806FTGHILL","HPD","Housing Preservation and Development",,"500000","0","0"
"806HAM06BOBK","HPD","Housing Preservation and Development",,"2210000","14842.21","4260928.76"
"850HWP2021RC","DDC","Department of Design and Construction",,"7247000","939844.81","1406809.43"
"850HWP2021TA","DDC","Department of Design and Construction",,"5795000","554694.2","1722959.8"
"850HWP21KQC","DDC","Department of Design and Construction",,"6593000","841621.9","1253428.1"
"806HAM17MASC","HPD","Housing Preservation and Development",,"55000","0.00","645978.88"
"801BAT4LAN","SBS","Department of Small Business Services","Fixed Asset","7866000","3696.63","6667859.05"
"801PIER92RH","SBS","Department of Small Business Services","Fixed Asset","0","702203.23","17130395.98"
"801PIER94RH","SBS","Department of Small Business Services","Fixed Asset","0","129.59","1097654.91"
"072C75VLAUND","DOC","Department of Correction","ITT, Vehicles, and Equipment","28000","1021440.20","693590.66"
"806HAM21MMMP","HPD","Housing Preservation and Development",,"2580000","3471102.63","8242573.31"
"806HAM22GOGR","HPD","Housing Preservation and Development",,"64965000","134357329.48","14229311.52"
"850HWP21KRC","DDC","Department of Design and Construction",,"26459000","326306.83","1999493.17"
"850HWP21MXQC","DDC","Department of Design and Construction",,"8151000","670325","1218699"
"126PV373SCI1","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","108000","0","0"
"126PV375AUD1","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","220000","0","0"
"126PV409SYM5","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","7000","66.09","67789.48"
"126PV409SYM6","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","138000","0","0"
"126PV421-IT1","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","36000","0","0"
"126PV448BXN1","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","517000","0","0"
"126PV464FILM","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","8000","8101.48","200049.82"
"126PV464RI5","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","163000","240.24","160737.46"
"126PV464SKID","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","120000","0","0"
"126PV464-VH2","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","50000","0","0"
"126PV466VEH1","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","100000","0","0"
"126PV467-BUS","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","517000","0","0"
"126PV467CMS4","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","205000","0.00","166913.84"
"126PV467ELEV","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","0","0","0"
"126PV467ENVL","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","0","0","0"
"126PV467-EQ1","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","250000","0","0"
"126PV467HVBS","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","0","0","0"
"126PV467-IT5","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","0","0","214000"
"126PV467-NET","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","0","0","0"
"126PV467TELE","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","0","0","0"
"126PV467-VEH","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","0","0","0"
"126PV467VEH1","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","4000","0","155582"
"126PV467WIL1","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","100000","0","0"
"126PV475-SND","DCLA","Department of Cultural Affairs","ITT, Vehicles, and Equipment","902000","0","0"
"806HAM23VURD","HPD","Housing Preservation and Development",,"144245000","79901899.69","21915631.44"
"806HDC-HPD","HPD","Housing Preservation and Development",,"39885000","0","272784400"
"806HMFIRST25","HPD","Housing Preservation and Development",,"3385000","0","4892274"
"806HMFIRST26","HPD","Housing Preservation and Development",,"23108000","0","0"
"806HMFIRST27","HPD","Housing Preservation and Development",,"18000000","0","0"
"042HS033-007","CUNY","City University of New York","Fixed Asset","150000","1830334.25","19665.75"
"042HS039-009","CUNY","City University of New York","ITT, Vehicles, and Equipment","130000","0.00","257185.68"
"801BATLUMP","SBS","Department of Small Business Services","Lump Sum","0","0","0"
"806LACONIA","HPD","Housing Preservation and Development",,"250000","0","0"
"801AHGREEN","SBS","Department of Small Business Services","Fixed Asset","3071000","2946244.41","39284248.92"
"8011680LEXSP","SBS","Department of Small Business Services","Fixed Asset","0","0.00","368963.41"
"80134STHELI","SBS","Department of Small Business Services","Fixed Asset","53372000","2877845.00","5959444.83"
"80168201101","SBS","Department of Small Business Services","Fixed Asset","0","0.00","122326477.04"
"80168201102","SBS","Department of Small Business Services","Fixed Asset","0","0.00","127604373.89"
"801ALTFUELS","SBS","Department of Small Business Services","Fixed Asset","551000","0","0"
"8018890PHA3","SBS","Department of Small Business Services","Fixed Asset","1121000","234643.94","8328500.76"
"125AGPRESVEH","DFTA","Department for the Aging","ITT, Vehicles, and Equipment","0","0","41888"
"125AGSNAPVEH","DFTA","Department for the Aging","ITT, Vehicles, and Equipment","126000","0","337135"
"806N2797ATLN","HPD","Housing Preservation and Development",,"1750000","0","0"
"806NJAMAICA","HPD","Housing Preservation and Development",,"1000000","0","0"
"806NLORETO","HPD","Housing Preservation and Development",,"1026000","0","0"
"806RBRYANT","HPD","Housing Preservation and Development",,"500000","0","0"
"806RABRAHAM3","HPD","Housing Preservation and Development",,"500000","0","0"
"806RALLENAME","HPD","Housing Preservation and Development",,"1850000","0","0"
"806RANDER15","HPD","Housing Preservation and Development",,"250000","0","0"
"806RBEND","HPD","Housing Preservation and Development",,"775000","0","5000000"
"806RFINLAY","HPD","Housing Preservation and Development",,"120000","0","927000"
"806RBEREAN","HPD","Housing Preservation and Development",,"1000000","0","0"
"806RHUGHES","HPD","Housing Preservation and Development",,"50000","0","0"
"846P-206RHBF","DPR","Department of Parks and Recreation","Fixed Asset","812000","1338431.86","18447527.12"
"806RCALBC","HPD","Housing Preservation and Development",,"750000","0","0"
"806RPS186","HPD","Housing Preservation and Development",,"750000","0","0"
"806SNRBERGND","HPD","Housing Preservation and Development",,"6500000","0","0"
"806SNRFULTN","HPD","Housing Preservation and Development",,"6500000","0","0"
"806SNRKINGSB","HPD","Housing Preservation and Development",,"13000000","0","0"
"806SNRMORRS","HPD","Housing Preservation and Development",,"13000000","0","0"
"806SOCEAN","HPD","Housing Preservation and Development",,"3750000","0","0"
"806SRAMON","HPD","Housing Preservation and Development",,"500000","0","0"
"806SRANDALL","HPD","Housing Preservation and Development",,"1500000","0","0"
"806SOSIDE","HPD","Housing Preservation and Development",,"2406000","0","3094341"
"806WEST143","HPD","Housing Preservation and Development",,"511000","0","0"
"841HWR299B","DOT","Department of Transportation","Fixed Asset","2803000","0.00","1645898.82"
"806SROGERSPL","HPD","Housing Preservation and Development",,"1000000","0","0"
"806SSHARENYC","HPD","Housing Preservation and Development",,"2400000","0","0"
"806STDF1220","HPD","Housing Preservation and Development",,"1000000","0","0"
"806SURBANCEN","HPD","Housing Preservation and Development",,"3500000","0","0"
"816HL82EASTH","DOHMH","Department of Health and Mental Hygiene",,"600000","0","0"
"858DATACENTR","OTI","Office of Technology and Innovation","ITT, Vehicles, and Equipment","10121000","472335.86","1962514.14"
"8018THSTREET","SBS","Department of Small Business Services","Fixed Asset","429000","0","356640"
"816HL82PCREP","DOHMH","Department of Health and Mental Hygiene","ITT, Vehicles, and Equipment","22095000","1738187.25","22550084.84"
"816HL82ACCV","DOHMH","Department of Health and Mental Hygiene",,"434000","0.0","571528.3"
"816HL82SFORE","DOHMH","Department of Health and Mental Hygiene",,"15000000","0","0"
"801GOVISWLL2","TGI","Trust for Governors Island","Fixed Asset","4875000","0","0"
