county_fips,county,state,incident_type,severity
39013,"Belmont County, OH",OH,Flooding,Severe
39013,"Belmont County, OH",OH,Road obstruction,Minor
39013,"Belmont County, OH",OH,Downed line,Minor
39013,"Belmont County, OH",OH,Water main,Minor
39013,"Belmont County, OH",OH,Signal outage,Minor
39013,"Belmont County, OH",OH,Debris,Minor
39013,"Belmont County, OH",OH,Flooding,Minor
39013,"Belmont County, OH",OH,Road obstruction,Moderate
39013,"Belmont County, OH",OH,Downed line,Moderate
39013,"Belmont County, OH",OH,Water main,Moderate
39013,"Belmont County, OH",OH,Signal outage,Moderate
39013,"Belmont County, OH",OH,Debris,Moderate
39013,"Belmont County, OH",OH,Flooding,Moderate
39013,"Belmont County, OH",OH,Road obstruction,Severe
39013,"Belmont County, OH",OH,Downed line,Severe
39013,"Belmont County, OH",OH,Water main,Severe
39013,"Belmont County, OH",OH,Signal outage,Severe
39013,"Belmont County, OH",OH,Debris,Severe
39013,"Belmont County, OH",OH,Flooding,Severe
39013,"Belmont County, OH",OH,Road obstruction,Minor
39013,"Belmont County, OH",OH,Downed line,Minor
39013,"Belmont County, OH",OH,Water main,Minor
39013,"Belmont County, OH",OH,Signal outage,Minor
39013,"Belmont County, OH",OH,Debris,Minor
39013,"Belmont County, OH",OH,Flooding,Minor
39013,"Belmont County, OH",OH,Road obstruction,Moderate
39013,"Belmont County, OH",OH,Downed line,Moderate
39013,"Belmont County, OH",OH,Water main,Moderate
39013,"Belmont County, OH",OH,Signal outage,Moderate
39013,"Belmont County, OH",OH,Debris,Moderate
39013,"Belmont County, OH",OH,Flooding,Moderate
39013,"Belmont County, OH",OH,Road obstruction,Severe
39013,"Belmont County, OH",OH,Downed line,Severe
39013,"Belmont County, OH",OH,Water main,Severe
39013,"Belmont County, OH",OH,Signal outage,Severe
39013,"Belmont County, OH",OH,Debris,Severe
39013,"Belmont County, OH",OH,Flooding,Severe
39013,"Belmont County, OH",OH,Road obstruction,Minor
39013,"Belmont County, OH",OH,Downed line,Minor
39013,"Belmont County, OH",OH,Water main,Minor
39013,"Belmont County, OH",OH,Signal outage,Minor
39013,"Belmont County, OH",OH,Debris,Minor
39013,"Belmont County, OH",OH,Flooding,Minor
39013,"Belmont County, OH",OH,Road obstruction,Moderate
39013,"Belmont County, OH",OH,Downed line,Moderate
39015,"Brown County, OH",OH,Road obstruction,Minor
39015,"Brown County, OH",OH,Downed line,Minor
39015,"Brown County, OH",OH,Water main,Minor
39015,"Brown County, OH",OH,Signal outage,Minor
39015,"Brown County, OH",OH,Debris,Minor
39015,"Brown County, OH",OH,Flooding,Minor
39015,"Brown County, OH",OH,Road obstruction,Moderate
39015,"Brown County, OH",OH,Downed line,Moderate
39015,"Brown County, OH",OH,Water main,Moderate
39015,"Brown County, OH",OH,Signal outage,Moderate
39015,"Brown County, OH",OH,Debris,Moderate
39015,"Brown County, OH",OH,Flooding,Moderate
39015,"Brown County, OH",OH,Road obstruction,Severe
39015,"Brown County, OH",OH,Downed line,Severe
39015,"Brown County, OH",OH,Water main,Severe
39015,"Brown County, OH",OH,Signal outage,Severe
39015,"Brown County, OH",OH,Debris,Severe
39015,"Brown County, OH",OH,Flooding,Severe
39015,"Brown County, OH",OH,Road obstruction,Minor
39015,"Brown County, OH",OH,Downed line,Minor
39015,"Brown County, OH",OH,Water main,Minor
39015,"Brown County, OH",OH,Signal outage,Minor
39015,"Brown County, OH",OH,Debris,Minor
39015,"Brown County, OH",OH,Flooding,Minor
39015,"Brown County, OH",OH,Road obstruction,Moderate
39015,"Brown County, OH",OH,Downed line,Moderate
39015,"Brown County, OH",OH,Water main,Moderate
39015,"Brown County, OH",OH,Signal outage,Moderate
39015,"Brown County, OH",OH,Debris,Moderate
39015,"Brown County, OH",OH,Flooding,Moderate
39015,"Brown County, OH",OH,Road obstruction,Severe
39015,"Brown County, OH",OH,Downed line,Severe
39015,"Brown County, OH",OH,Water main,Severe
39015,"Brown County, OH",OH,Signal outage,Severe
39015,"Brown County, OH",OH,Debris,Severe
39015,"Brown County, OH",OH,Flooding,Severe
39015,"Brown County, OH",OH,Road obstruction,Minor
39015,"Brown County, OH",OH,Downed line,Minor
39015,"Brown County, OH",OH,Water main,Minor
39015,"Brown County, OH",OH,Signal outage,Minor
39015,"Brown County, OH",OH,Debris,Minor
39015,"Brown County, OH",OH,Flooding,Minor
39015,"Brown County, OH",OH,Road obstruction,Moderate
39015,"Brown County, OH",OH,Downed line,Moderate
39015,"Brown County, OH",OH,Water main,Moderate
39015,"Brown County, OH",OH,Signal outage,Moderate
39015,"Brown County, OH",OH,Debris,Moderate
39015,"Brown County, OH",OH,Flooding,Moderate
39015,"Brown County, OH",OH,Road obstruction,Severe
39015,"Brown County, OH",OH,Downed line,Severe
39015,"Brown County, OH",OH,Water main,Severe
39015,"Brown County, OH",OH,Signal outage,Severe
39015,"Brown County, OH",OH,Debris,Severe
39015,"Brown County, OH",OH,Flooding,Severe
39015,"Brown County, OH",OH,Road obstruction,Minor
39015,"Brown County, OH",OH,Downed line,Minor
39015,"Brown County, OH",OH,Water main,Minor
39015,"Brown County, OH",OH,Signal outage,Minor
39015,"Brown County, OH",OH,Debris,Minor
39015,"Brown County, OH",OH,Flooding,Minor
39015,"Brown County, OH",OH,Road obstruction,Moderate
39015,"Brown County, OH",OH,Downed line,Moderate
39015,"Brown County, OH",OH,Water main,Moderate
39015,"Brown County, OH",OH,Signal outage,Moderate
39015,"Brown County, OH",OH,Debris,Moderate
39015,"Brown County, OH",OH,Flooding,Moderate
39015,"Brown County, OH",OH,Road obstruction,Severe
39015,"Brown County, OH",OH,Downed line,Severe
39015,"Brown County, OH",OH,Water main,Severe
39015,"Brown County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Debris,Severe
39017,"Butler County, OH",OH,Flooding,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Debris,Severe
39017,"Butler County, OH",OH,Flooding,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Debris,Severe
39017,"Butler County, OH",OH,Flooding,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Debris,Severe
39017,"Butler County, OH",OH,Flooding,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Debris,Severe
39017,"Butler County, OH",OH,Flooding,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Debris,Severe
39017,"Butler County, OH",OH,Flooding,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Debris,Severe
39017,"Butler County, OH",OH,Flooding,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Debris,Severe
39017,"Butler County, OH",OH,Flooding,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Debris,Severe
39017,"Butler County, OH",OH,Flooding,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Debris,Severe
39017,"Butler County, OH",OH,Flooding,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Debris,Severe
39017,"Butler County, OH",OH,Flooding,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Debris,Severe
39017,"Butler County, OH",OH,Flooding,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Debris,Severe
39017,"Butler County, OH",OH,Flooding,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
39017,"Butler County, OH",OH,Debris,Severe
39017,"Butler County, OH",OH,Flooding,Severe
39017,"Butler County, OH",OH,Road obstruction,Minor
39017,"Butler County, OH",OH,Downed line,Minor
39017,"Butler County, OH",OH,Water main,Minor
39017,"Butler County, OH",OH,Signal outage,Minor
39017,"Butler County, OH",OH,Debris,Minor
39017,"Butler County, OH",OH,Flooding,Minor
39017,"Butler County, OH",OH,Road obstruction,Moderate
39017,"Butler County, OH",OH,Downed line,Moderate
39017,"Butler County, OH",OH,Water main,Moderate
39017,"Butler County, OH",OH,Signal outage,Moderate
39017,"Butler County, OH",OH,Debris,Moderate
39017,"Butler County, OH",OH,Flooding,Moderate
39017,"Butler County, OH",OH,Road obstruction,Severe
39017,"Butler County, OH",OH,Downed line,Severe
39017,"Butler County, OH",OH,Water main,Severe
39017,"Butler County, OH",OH,Signal outage,Severe
