contact_date,county,state,gender,age_range,level_1_classification,needs_met
2023-09-28,Fayette County,PA,F,65 and over,Basic Needs,t
2023-09-28,Fayette County,PA,F,65 and over,Basic Needs,t
2023-09-28,Indiana County,PA,,45 to 64,Basic Needs,t
2023-09-28,Indiana County,PA,,45 to 64,Basic Needs,t
2023-09-28,Indiana County,PA,F,45 to 64,Basic Needs,t
2023-09-28,Indiana County,PA,F,45 to 64,Individual and Family Life,t
2023-09-28,Indiana County,PA,F,45 to 64,Individual and Family Life,t
2023-09-28,Mercer County,PA,F,25 to 44,Basic Needs,t
2023-09-28,Mercer County,PA,F,25 to 44,Basic Needs,t
2023-09-28,Mercer County,PA,F,25 to 44,Basic Needs,t
2023-09-28,Mercer County,PA,F,25 to 44,Basic Needs,t
2023-09-28,Somerset County,PA,M,65 and over,Basic Needs,f
2023-09-28,Somerset County,PA,M,65 and over,Basic Needs,t
2023-09-28,Washington County,PA,F,25 to 44,Basic Needs,t
2023-09-28,Washington County,PA,F,25 to 44,Basic Needs,t
2023-09-28,Washington County,PA,F,25 to 44,Basic Needs,t
2023-09-28,Washington County,PA,F,25 to 44,Basic Needs,t
2023-09-28,Washington County,PA,F,25 to 44,Basic Needs,t
2023-09-28,Washington County,PA,F,25 to 44,Basic Needs,t
2023-09-28,Washington County,PA,F,25 to 44,Basic Needs,t
2023-09-28,Washington County,PA,F,25 to 44,Basic Needs,t
2023-09-28,Washington County,PA,F,45 to 64,Basic Needs,t
2023-09-28,Washington County,PA,F,45 to 64,Basic Needs,t
2023-09-28,Washington County,PA,F,45 to 64,Basic Needs,t
2023-09-28,Washington County,PA,F,45 to 64,Basic Needs,t
2023-09-28,Washington County,PA,F,45 to 64,Basic Needs,t
2023-09-28,Washington County,PA,F,45 to 64,Basic Needs,t
2023-09-28,Washington County,PA,F,45 to 64,Income Support and Employment,t
2023-09-28,Washington County,PA,F,65 and over,Basic Needs,t
2023-09-28,Washington County,PA,F,65 and over,Basic Needs,t
2023-09-28,Washington County,PA,F,65 and over,Basic Needs,t
2023-09-28,Washington County,PA,F,65 and over,Basic Needs,t
2023-09-28,Washington County,PA,F,65 and over,Health Care,t
2023-09-28,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2023-09-28,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2023-09-28,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2023-09-28,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2023-09-28,Westmoreland County,PA,F,65 and over,Basic Needs,t
2023-09-28,Westmoreland County,PA,F,65 and over,Basic Needs,t
2023-09-28,Westmoreland County,PA,F,65 and over,Basic Needs,t
2023-09-28,Westmoreland County,PA,F,65 and over,Basic Needs,t
2023-09-28,Westmoreland County,PA,F,65 and over,Basic Needs,t
2023-09-28,Westmoreland County,PA,M,25 to 44,Basic Needs,t
2023-09-28,Westmoreland County,PA,M,25 to 44,Basic Needs,t
2023-09-28,Westmoreland County,PA,M,45 to 64,Basic Needs,t
2023-09-28,Westmoreland County,PA,M,45 to 64,Basic Needs,t
2023-09-28,Westmoreland County,PA,M,45 to 64,Health Care,t
2023-09-29,Allegheny County,PA,F,,Basic Needs,t
2023-09-29,Allegheny County,PA,F,,Basic Needs,t
2023-09-29,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,F,18 to 24,Income Support and Employment,t
2023-09-29,Allegheny County,PA,F,18 to 24,Income Support and Employment,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,f
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-09-29,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-09-29,Allegheny County,PA,F,25 to 44,Income Support and Employment,t
2023-09-29,Allegheny County,PA,F,25 to 44,Income Support and Employment,t
2023-09-29,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-09-29,Allegheny County,PA,F,65 and over,Basic Needs,t
2023-09-29,Allegheny County,PA,F,65 and over,Basic Needs,t
2023-09-29,Allegheny County,PA,F,65 and over,Individual and Family Life,t
2023-09-29,Allegheny County,PA,M,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,M,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,M,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,M,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,M,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,M,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,M,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,M,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,M,18 to 24,Basic Needs,t
2023-09-29,Allegheny County,PA,M,18 to 24,Health Care,t
2023-09-29,Allegheny County,PA,M,18 to 24,Health Care,t
2023-09-29,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Allegheny County,PA,M,25 to 44,Income Support and Employment,t
2023-09-29,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Allegheny County,PA,M,65 and over,Basic Needs,t
2023-09-29,Allegheny County,PA,M,65 and over,Basic Needs,t
2023-09-29,Allegheny County,PA,M,65 and over,Individual and Family Life,t
2023-09-29,Armstrong County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Armstrong County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Armstrong County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Armstrong County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Armstrong County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Armstrong County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-09-29,Armstrong County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-09-29,Armstrong County,PA,F,25 to 44,Income Support and Employment,t
2023-09-29,Armstrong County,PA,F,25 to 44,Income Support and Employment,t
2023-09-29,Armstrong County,PA,F,25 to 44,Individual and Family Life,t
2023-09-29,Armstrong County,PA,F,25 to 44,Mental Health and Substance Use Disorder Services,t
2023-09-29,Beaver County,PA,,,Mental Health and Substance Use Disorder Services,t
2023-09-29,Beaver County,PA,,,Mental Health and Substance Use Disorder Services,t
2023-09-29,Beaver County,PA,M,65 and over,Basic Needs,t
2023-09-29,Beaver County,PA,M,65 and over,Basic Needs,t
2023-09-29,Beaver County,PA,M,65 and over,Basic Needs,t
2023-09-29,Beaver County,PA,M,65 and over,Basic Needs,t
2023-09-29,Beaver County,PA,M,65 and over,Basic Needs,t
2023-09-29,Beaver County,PA,M,65 and over,Basic Needs,t
2023-09-29,Beaver County,PA,M,65 and over,Basic Needs,t
2023-09-29,Beaver County,PA,M,65 and over,Basic Needs,t
2023-09-29,Butler County,PA,F,65 and over,Basic Needs,t
2023-09-29,Butler County,PA,F,65 and over,Basic Needs,t
2023-09-29,Butler County,PA,F,65 and over,Basic Needs,t
2023-09-29,Butler County,PA,F,65 and over,Basic Needs,t
2023-09-29,Butler County,PA,F,65 and over,Basic Needs,t
2023-09-29,Cambria County,PA,F,18 to 24,Basic Needs,t
2023-09-29,Cambria County,PA,F,18 to 24,Income Support and Employment,t
2023-09-29,Cambria County,PA,F,18 to 24,Income Support and Employment,t
2023-09-29,Cambria County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Cambria County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Cambria County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Cambria County,PA,F,25 to 44,Consumer Services,t
2023-09-29,Cambria County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Clarion County,PA,F,45 to 64,Income Support and Employment,t
2023-09-29,Clarion County,PA,F,45 to 64,Income Support and Employment,t
2023-09-29,Clarion County,PA,F,45 to 64,Income Support and Employment,t
2023-09-29,Clearfield County,PA,,,Basic Needs,t
2023-09-29,Clearfield County,PA,,,Basic Needs,t
2023-09-29,Clearfield County,PA,,,Basic Needs,t
2023-09-29,Erie County,PA,F,25 to 44,Basic Needs,f
2023-09-29,Erie County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Erie County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Erie County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Erie County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Erie County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Erie County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Erie County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Erie County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Erie County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Erie County,PA,F,25 to 44,Income Support and Employment,t
2023-09-29,Erie County,PA,F,25 to 44,Income Support and Employment,t
2023-09-29,Erie County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Erie County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Erie County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Erie County,PA,M,45 to 64,Income Support and Employment,t
2023-09-29,Fayette County,PA,F,45 to 64,Basic Needs,t
2023-09-29,Fayette County,PA,F,45 to 64,Basic Needs,t
2023-09-29,Fayette County,PA,F,45 to 64,Income Support and Employment,t
2023-09-29,Indiana County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Indiana County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Indiana County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Indiana County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Indiana County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Indiana County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Indiana County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Indiana County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Indiana County,PA,M,25 to 44,Basic Needs,t
2023-09-29,Indiana County,PA,M,25 to 44,Income Support and Employment,t
2023-09-29,Indiana County,PA,M,25 to 44,Income Support and Employment,t
2023-09-29,Indiana County,PA,M,25 to 44,Income Support and Employment,t
2023-09-29,Indiana County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Lawrence County,PA,,18 to 24,Basic Needs,t
2023-09-29,Lawrence County,PA,,18 to 24,Basic Needs,t
2023-09-29,Lawrence County,PA,,18 to 24,Basic Needs,t
2023-09-29,Lawrence County,PA,,18 to 24,Basic Needs,t
2023-09-29,Lawrence County,PA,,18 to 24,Basic Needs,t
2023-09-29,Lawrence County,PA,,18 to 24,Criminal Justice and Legal Services,t
2023-09-29,Lawrence County,PA,,18 to 24,Organizational/Community/International Services,t
2023-09-29,Lawrence County,PA,F,45 to 64,Basic Needs,t
2023-09-29,Lawrence County,PA,F,45 to 64,Basic Needs,t
2023-09-29,Lawrence County,PA,F,45 to 64,Basic Needs,t
2023-09-29,Lawrence County,PA,F,45 to 64,Basic Needs,t
2023-09-29,Lawrence County,PA,F,45 to 64,Individual and Family Life,t
2023-09-29,Somerset County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Somerset County,PA,M,45 to 64,Income Support and Employment,t
2023-09-29,Somerset County,PA,M,45 to 64,Income Support and Employment,t
2023-09-29,Somerset County,PA,M,45 to 64,Income Support and Employment,t
2023-09-29,Somerset County,PA,M,45 to 64,Income Support and Employment,t
2023-09-29,Venango County,PA,F,45 to 64,Basic Needs,t
2023-09-29,Venango County,PA,F,45 to 64,Basic Needs,t
2023-09-29,Venango County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Venango County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Venango County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Venango County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Warren County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Westmoreland County,PA,F,25 to 44,Basic Needs,t
2023-09-29,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2023-09-29,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2023-09-29,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2023-09-29,Westmoreland County,PA,F,45 to 64,Basic Needs,t
2023-09-29,Westmoreland County,PA,M,18 to 24,Basic Needs,t
2023-09-29,Westmoreland County,PA,M,18 to 24,Basic Needs,t
2023-09-29,Westmoreland County,PA,M,18 to 24,Basic Needs,t
2023-09-29,Westmoreland County,PA,M,18 to 24,Basic Needs,t
2023-09-29,Westmoreland County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Westmoreland County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Westmoreland County,PA,M,45 to 64,Basic Needs,t
2023-09-29,Westmoreland County,PA,M,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-30,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-30,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-30,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-30,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-30,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-30,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-30,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-30,Allegheny County,PA,F,18 to 24,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,F,25 to 44,Consumer Services,t
2023-09-30,Allegheny County,PA,F,25 to 44,Criminal Justice and Legal Services,t
2023-09-30,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,F,65 and over,Basic Needs,t
2023-09-30,Allegheny County,PA,F,65 and over,Basic Needs,t
2023-09-30,Allegheny County,PA,F,65 and over,Basic Needs,t
2023-09-30,Allegheny County,PA,F,65 and over,Criminal Justice and Legal Services,t
2023-09-30,Allegheny County,PA,F,65 and over,Health Care,t
2023-09-30,Allegheny County,PA,F,65 and over,Health Care,t
2023-09-30,Allegheny County,PA,F,65 and over,Organizational/Community/International Services,t
2023-09-30,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,M,25 to 44,Basic Needs,t
2023-09-30,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-30,Allegheny County,PA,M,45 to 64,Basic Needs,t
2023-09-30,Beaver County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Beaver County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Beaver County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Beaver County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Beaver County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Beaver County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Beaver County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Beaver County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Beaver County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Beaver County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Beaver County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Beaver County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Beaver County,PA,M,45 to 64,Basic Needs,t
2023-09-30,Beaver County,PA,M,45 to 64,Income Support and Employment,t
2023-09-30,Beaver County,PA,M,45 to 64,Income Support and Employment,t
2023-09-30,Beaver County,PA,M,45 to 64,Individual and Family Life,t
2023-09-30,Butler County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Butler County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Cambria County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Cambria County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Cambria County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Cambria County,PA,F,25 to 44,Basic Needs,t
2023-09-30,Cambria County,PA,F,25 to 44,Income Support and Employment,t
2023-09-30,Clarion County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Clarion County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Clarion County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Clarion County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Clarion County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Clarion County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Clarion County,PA,F,45 to 64,Basic Needs,t
2023-09-30,Clearfield County,PA,F,45 to 64,Basic Needs,f
2023-09-30,Clearfield County,PA,F,45 to 64,Income Support and Employment,t
2023-09-30,Clearfield County,PA,F,45 to 64,Income Support and Employment,t
