year,Community Board,Borough,Complaint Type,cnt
2010,11 QUEENS,QUEENS,Blocked Driveway,25
2010,11 QUEENS,QUEENS,Overgrown Tree/Branches,24
2010,12 BRONX,BRONX,Noise - Residential,136
2010,12 BRONX,BRONX,Blocked Driveway,78
2010,12 BRONX,BRONX,Water System,64
2010,12 BRONX,BRONX,DHS Advantage - Tenant,57
2010,12 BRONX,BRONX,Dirty Conditions,55
2010,12 BRONX,BRONX,DHS Advantage -Landlord/Broker,51
2010,12 BRONX,BRONX,Street Light Condition,45
2010,12 BRONX,BRONX,Damaged Tree,35
2010,12 BRONX,BRONX,Sewer,32
2010,12 BRONX,BRONX,Street Condition,32
2010,12 BROOKLYN,BROOKLYN,Street Condition,93
2010,12 BROOKLYN,BROOKLYN,Blocked Driveway,66
2010,12 BROOKLYN,BROOKLYN,Street Light Condition,47
2010,12 BROOKLYN,BROOKLYN,Damaged Tree,47
2010,12 BROOKLYN,BROOKLYN,Noise - Residential,39
2010,12 BROOKLYN,BROOKLYN,Traffic Signal Condition,38
2010,12 BROOKLYN,BROOKLYN,Sewer,35
2010,12 BROOKLYN,BROOKLYN,Sidewalk Condition,34
2010,12 BROOKLYN,BROOKLYN,Sanitation Condition,31
2010,12 BROOKLYN,BROOKLYN,Illegal Parking,30
2010,12 MANHATTAN,MANHATTAN,Noise - Residential,224
2010,12 MANHATTAN,MANHATTAN,Water System,154
2010,12 MANHATTAN,MANHATTAN,Noise - Vehicle,59
2010,12 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,43
2010,12 MANHATTAN,MANHATTAN,Noise - Commercial,37
2010,12 MANHATTAN,MANHATTAN,Graffiti,35
2010,12 MANHATTAN,MANHATTAN,Noise,25
2010,12 MANHATTAN,MANHATTAN,SCRIE,25
2010,12 MANHATTAN,MANHATTAN,Street Condition,19
2010,12 MANHATTAN,MANHATTAN,Rodent,19
2010,12 QUEENS,QUEENS,Street Light Condition,134
2010,12 QUEENS,QUEENS,Sewer,111
2010,12 QUEENS,QUEENS,Noise - Residential,108
2010,12 QUEENS,QUEENS,Water System,86
2010,12 QUEENS,QUEENS,Building/Use,79
2010,12 QUEENS,QUEENS,Blocked Driveway,61
2010,12 QUEENS,QUEENS,Damaged Tree,56
2010,12 QUEENS,QUEENS,Sanitation Condition,54
2010,12 QUEENS,QUEENS,Dirty Conditions,52
2010,12 QUEENS,QUEENS,Traffic Signal Condition,51
2010,13 BROOKLYN,BROOKLYN,Noise - Residential,41
2010,13 BROOKLYN,BROOKLYN,Sewer,25
2010,13 BROOKLYN,BROOKLYN,Blocked Driveway,25
2010,13 BROOKLYN,BROOKLYN,Street Light Condition,21
2010,13 BROOKLYN,BROOKLYN,Water System,19
2010,13 BROOKLYN,BROOKLYN,General Construction/Plumbing,18
2010,13 BROOKLYN,BROOKLYN,Street Condition,14
2010,13 BROOKLYN,BROOKLYN,Noise,13
2010,13 BROOKLYN,BROOKLYN,Elevator,12
2010,13 BROOKLYN,BROOKLYN,Sanitation Condition,11
2010,13 QUEENS,QUEENS,Street Light Condition,143
2010,13 QUEENS,QUEENS,Sewer,109
2010,13 QUEENS,QUEENS,Damaged Tree,86
2010,13 QUEENS,QUEENS,Water System,76
2010,13 QUEENS,QUEENS,Noise - Residential,56
2010,13 QUEENS,QUEENS,Building/Use,51
2010,13 QUEENS,QUEENS,Dirty Conditions,50
2010,13 QUEENS,QUEENS,Street Condition,50
2010,13 QUEENS,QUEENS,Sanitation Condition,47
2010,13 QUEENS,QUEENS,Derelict Vehicle,47
2010,14 BROOKLYN,BROOKLYN,Noise - Residential,129
2010,14 BROOKLYN,BROOKLYN,Blocked Driveway,53
2010,14 BROOKLYN,BROOKLYN,Street Condition,39
2010,14 BROOKLYN,BROOKLYN,Water System,36
2010,14 BROOKLYN,BROOKLYN,Damaged Tree,35
2010,14 BROOKLYN,BROOKLYN,Sewer,27
2010,14 BROOKLYN,BROOKLYN,Sanitation Condition,26
2010,14 BROOKLYN,BROOKLYN,Dirty Conditions,24
2010,14 BROOKLYN,BROOKLYN,SCRIE,22
2010,14 BROOKLYN,BROOKLYN,General Construction/Plumbing,21
2010,14 QUEENS,QUEENS,Sewer,64
2010,14 QUEENS,QUEENS,Street Light Condition,62
2010,14 QUEENS,QUEENS,Noise - Residential,50
2010,14 QUEENS,QUEENS,Water System,44
2010,14 QUEENS,QUEENS,DHS Advantage - Tenant,41
2010,14 QUEENS,QUEENS,Street Condition,31
2010,14 QUEENS,QUEENS,DHS Advantage -Landlord/Broker,28
2010,14 QUEENS,QUEENS,Traffic Signal Condition,23
2010,14 QUEENS,QUEENS,General Construction/Plumbing,20
2010,14 QUEENS,QUEENS,Dirty Conditions,20
2010,15 BROOKLYN,BROOKLYN,Blocked Driveway,76
2010,15 BROOKLYN,BROOKLYN,Noise - Residential,74
2010,15 BROOKLYN,BROOKLYN,Street Light Condition,51
2010,15 BROOKLYN,BROOKLYN,Sewer,47
2010,15 BROOKLYN,BROOKLYN,Damaged Tree,41
2010,15 BROOKLYN,BROOKLYN,Street Condition,38
2010,15 BROOKLYN,BROOKLYN,Water System,37
2010,15 BROOKLYN,BROOKLYN,Sanitation Condition,32
2010,15 BROOKLYN,BROOKLYN,General Construction/Plumbing,26
2010,15 BROOKLYN,BROOKLYN,Dirty Conditions,24
2010,16 BROOKLYN,BROOKLYN,Noise - Residential,70
2010,16 BROOKLYN,BROOKLYN,DHS Advantage -Landlord/Broker,43
2010,16 BROOKLYN,BROOKLYN,DHS Advantage - Tenant,43
2010,16 BROOKLYN,BROOKLYN,Street Light Condition,24
2010,16 BROOKLYN,BROOKLYN,Water System,21
2010,16 BROOKLYN,BROOKLYN,Traffic Signal Condition,20
2010,16 BROOKLYN,BROOKLYN,Sanitation Condition,18
2010,16 BROOKLYN,BROOKLYN,Rodent,15
2010,16 BROOKLYN,BROOKLYN,General Construction/Plumbing,13
2010,16 BROOKLYN,BROOKLYN,Street Condition,13
2010,17 BROOKLYN,BROOKLYN,Noise - Residential,103
2010,17 BROOKLYN,BROOKLYN,Blocked Driveway,75
2010,17 BROOKLYN,BROOKLYN,DHS Advantage - Tenant,34
2010,17 BROOKLYN,BROOKLYN,Street Light Condition,28
2010,17 BROOKLYN,BROOKLYN,Sanitation Condition,28
2010,17 BROOKLYN,BROOKLYN,Water System,28
2010,17 BROOKLYN,BROOKLYN,Derelict Vehicles,23
2010,17 BROOKLYN,BROOKLYN,Rodent,23
2010,17 BROOKLYN,BROOKLYN,DHS Advantage -Landlord/Broker,21
2010,17 BROOKLYN,BROOKLYN,Building/Use,21
2010,18 BROOKLYN,BROOKLYN,Noise - Residential,91
2010,18 BROOKLYN,BROOKLYN,Blocked Driveway,90
2010,18 BROOKLYN,BROOKLYN,Water System,55
2010,18 BROOKLYN,BROOKLYN,Sewer,55
2010,18 BROOKLYN,BROOKLYN,Damaged Tree,47
2010,18 BROOKLYN,BROOKLYN,Building/Use,38
2010,18 BROOKLYN,BROOKLYN,Dirty Conditions,34
2010,18 BROOKLYN,BROOKLYN,Derelict Vehicles,34
2010,18 BROOKLYN,BROOKLYN,Sanitation Condition,30
2010,18 BROOKLYN,BROOKLYN,Street Condition,29
2010,26 BRONX,BRONX,Highway Condition,2
2010,26 BRONX,BRONX,DOF Property - Payment Issue,1
2010,27 BRONX,BRONX,Highway Condition,1
2010,28 BRONX,BRONX,Sanitation Condition,1
2010,28 BRONX,BRONX,Traffic/Illegal Parking,1
2010,55 BROOKLYN,BROOKLYN,SCRIE,1
2010,55 BROOKLYN,BROOKLYN,Bike/Roller/Skate Chronic,1
2010,56 BROOKLYN,BROOKLYN,Highway Condition,10
2010,56 BROOKLYN,BROOKLYN,Street Light Condition,1
2010,64 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,2
2010,64 MANHATTAN,MANHATTAN,Noise - Park,2
2010,64 MANHATTAN,MANHATTAN,Maintenance or Facility,1
2010,80 QUEENS,QUEENS,Taxi Complaint,15
2010,80 QUEENS,QUEENS,For Hire Vehicle Complaint,1
2010,81 QUEENS,QUEENS,Highway Condition,6
2010,81 QUEENS,QUEENS,Damaged Tree,1
2010,81 QUEENS,QUEENS,Illegal Parking,1
2010,81 QUEENS,QUEENS,Taxi Complaint,1
2010,81 QUEENS,QUEENS,Traffic/Illegal Parking,1
2010,82 QUEENS,QUEENS,Street Light Condition,2
2010,82 QUEENS,QUEENS,Sweeping/Missed-Inadequate,1
2010,82 QUEENS,QUEENS,Elevator,1
2010,83 QUEENS,QUEENS,Taxi Complaint,20
2010,83 QUEENS,QUEENS,Highway Condition,3
2010,83 QUEENS,QUEENS,Found Property,1
2010,83 QUEENS,QUEENS,Consumer Complaint,1
2010,84 QUEENS,QUEENS,Street Light Condition,1
2010,95 STATEN ISLAND,STATEN ISLAND,Maintenance or Facility,1
2010,95 STATEN ISLAND,STATEN ISLAND,Illegal Parking,1
2010,95 STATEN ISLAND,STATEN ISLAND,Noise - Commercial,1
2010,95 STATEN ISLAND,STATEN ISLAND,Street Light Condition,1
2010,Unspecified BRONX,BRONX,Street Light Condition,576
2010,Unspecified BRONX,BRONX,Street Condition,291
2010,Unspecified BRONX,BRONX,Traffic Signal Condition,211
2010,Unspecified BRONX,BRONX,General Construction/Plumbing,59
2010,Unspecified BRONX,BRONX,Water System,53
2010,Unspecified BRONX,BRONX,Rodent,28
2010,Unspecified BRONX,BRONX,Sewer,17
2010,Unspecified BRONX,BRONX,Maintenance or Facility,10
2010,Unspecified BRONX,BRONX,Animal in a Park,6
2010,Unspecified BRONX,BRONX,Emergency Response Team (ERT),5
2010,Unspecified BROOKLYN,BROOKLYN,Street Condition,625
2010,Unspecified BROOKLYN,BROOKLYN,Street Light Condition,516
2010,Unspecified BROOKLYN,BROOKLYN,General Construction/Plumbing,271
2010,Unspecified BROOKLYN,BROOKLYN,Traffic Signal Condition,161
2010,Unspecified BROOKLYN,BROOKLYN,Rodent,65
2010,Unspecified BROOKLYN,BROOKLYN,Water System,37
2010,Unspecified BROOKLYN,BROOKLYN,Emergency Response Team (ERT),22
2010,Unspecified BROOKLYN,BROOKLYN,Noise,15
2010,Unspecified BROOKLYN,BROOKLYN,Sewer,14
2010,Unspecified BROOKLYN,BROOKLYN,Street Sign - Damaged,10
2010,Unspecified MANHATTAN,MANHATTAN,Street Light Condition,500
2010,Unspecified MANHATTAN,MANHATTAN,Traffic Signal Condition,475
2010,Unspecified MANHATTAN,MANHATTAN,Street Condition,352
2010,Unspecified MANHATTAN,MANHATTAN,General Construction/Plumbing,190
2010,Unspecified MANHATTAN,MANHATTAN,Emergency Response Team (ERT),35
2010,Unspecified MANHATTAN,MANHATTAN,Water System,32
2010,Unspecified MANHATTAN,MANHATTAN,Taxi Complaint,32
2010,Unspecified MANHATTAN,MANHATTAN,Rodent,27
2010,Unspecified MANHATTAN,MANHATTAN,Animal in a Park,25
2010,Unspecified MANHATTAN,MANHATTAN,Noise,24
2010,Unspecified QUEENS,QUEENS,Street Condition,711
2010,Unspecified QUEENS,QUEENS,Street Light Condition,455
2010,Unspecified QUEENS,QUEENS,General Construction/Plumbing,284
2010,Unspecified QUEENS,QUEENS,Traffic Signal Condition,157
2010,Unspecified QUEENS,QUEENS,Water System,36
2010,Unspecified QUEENS,QUEENS,Sewer,33
2010,Unspecified QUEENS,QUEENS,Rodent,26
2010,Unspecified QUEENS,QUEENS,Building/Use,16
2010,Unspecified QUEENS,QUEENS,Maintenance or Facility,15
2010,Unspecified QUEENS,QUEENS,Emergency Response Team (ERT),12
2010,Unspecified STATEN ISLAND,STATEN ISLAND,Street Condition,337
2010,Unspecified STATEN ISLAND,STATEN ISLAND,General Construction/Plumbing,48
2010,Unspecified STATEN ISLAND,STATEN ISLAND,Rodent,8
2010,Unspecified STATEN ISLAND,STATEN ISLAND,Building/Use,4
2010,Unspecified STATEN ISLAND,STATEN ISLAND,Water System,4
2010,Unspecified STATEN ISLAND,STATEN ISLAND,Sewer,4
2010,Unspecified STATEN ISLAND,STATEN ISLAND,Damaged Tree,3
2010,Unspecified STATEN ISLAND,STATEN ISLAND,Maintenance or Facility,3
2010,Unspecified STATEN ISLAND,STATEN ISLAND,Emergency Response Team (ERT),3
2010,Unspecified STATEN ISLAND,STATEN ISLAND,Broken Parking Meter,1
2011,0 Unspecified,Unspecified,HEATING,2728
2011,0 Unspecified,Unspecified,GENERAL CONSTRUCTION,958
2011,0 Unspecified,Unspecified,PLUMBING,843
2011,0 Unspecified,Unspecified,PAINT - PLASTER,648
2011,0 Unspecified,Unspecified,NONCONST,422
2011,0 Unspecified,Unspecified,DOF Parking - Payment Issue,404
2011,0 Unspecified,Unspecified,HPD Literature Request,290
2011,0 Unspecified,Unspecified,ELECTRIC,253
2011,0 Unspecified,Unspecified,DCA / DOH New License Application Request,163
2011,0 Unspecified,Unspecified,APPLIANCE,108
2011,01 BRONX,BRONX,HEATING,73
2011,01 BRONX,BRONX,Noise - Residential,63
2011,01 BRONX,BRONX,GENERAL CONSTRUCTION,56
2011,01 BRONX,BRONX,PAINT - PLASTER,46
2011,01 BRONX,BRONX,PLUMBING,41
2011,01 BRONX,BRONX,NONCONST,39
2011,01 BRONX,BRONX,DHS Advantage - Tenant,29
2011,01 BRONX,BRONX,ELECTRIC,24
2011,01 BRONX,BRONX,Water System,18
2011,01 BRONX,BRONX,Street Light Condition,15
2011,01 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,79
2011,01 BROOKLYN,BROOKLYN,Noise - Residential,76
2011,01 BROOKLYN,BROOKLYN,NONCONST,62
2011,01 BROOKLYN,BROOKLYN,PLUMBING,59
2011,01 BROOKLYN,BROOKLYN,Street Light Condition,58
2011,01 BROOKLYN,BROOKLYN,Noise - Commercial,47
2011,01 BROOKLYN,BROOKLYN,Water System,46
2011,01 BROOKLYN,BROOKLYN,General Construction/Plumbing,39
2011,01 BROOKLYN,BROOKLYN,Dirty Conditions,37
2011,01 BROOKLYN,BROOKLYN,HEATING,35
2011,01 MANHATTAN,MANHATTAN,Noise,64
2011,01 MANHATTAN,MANHATTAN,Street Condition,48
2011,01 MANHATTAN,MANHATTAN,Street Light Condition,40
2011,01 MANHATTAN,MANHATTAN,Taxi Complaint,33
2011,01 MANHATTAN,MANHATTAN,Broken Muni Meter,33
2011,01 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,22
2011,01 MANHATTAN,MANHATTAN,Water System,22
2011,01 MANHATTAN,MANHATTAN,Traffic Signal Condition,21
2011,01 MANHATTAN,MANHATTAN,Street Sign - Damaged,18
2011,01 MANHATTAN,MANHATTAN,Consumer Complaint,17
2011,01 QUEENS,QUEENS,Noise - Residential,87
2011,01 QUEENS,QUEENS,Blocked Driveway,85
2011,01 QUEENS,QUEENS,HEATING,69
2011,01 QUEENS,QUEENS,Street Light Condition,55
2011,01 QUEENS,QUEENS,PLUMBING,47
2011,01 QUEENS,QUEENS,Noise - Commercial,44
2011,01 QUEENS,QUEENS,PAINT - PLASTER,40
2011,01 QUEENS,QUEENS,Illegal Parking,40
2011,01 QUEENS,QUEENS,Traffic Signal Condition,39
2011,01 QUEENS,QUEENS,GENERAL CONSTRUCTION,39
2011,01 STATEN ISLAND,STATEN ISLAND,Sewer,99
2011,01 STATEN ISLAND,STATEN ISLAND,GENERAL CONSTRUCTION,95
2011,01 STATEN ISLAND,STATEN ISLAND,Noise - Residential,91
2011,01 STATEN ISLAND,STATEN ISLAND,Street Light Condition,81
2011,01 STATEN ISLAND,STATEN ISLAND,Water System,69
2011,01 STATEN ISLAND,STATEN ISLAND,PLUMBING,64
2011,01 STATEN ISLAND,STATEN ISLAND,Damaged Tree,58
2011,01 STATEN ISLAND,STATEN ISLAND,DHS Advantage -Landlord/Broker,50
2011,01 STATEN ISLAND,STATEN ISLAND,PAINT - PLASTER,49
2011,01 STATEN ISLAND,STATEN ISLAND,Missed Collection (All Materials),44
2011,02 BRONX,BRONX,PLUMBING,56
2011,02 BRONX,BRONX,HEATING,53
2011,02 BRONX,BRONX,GENERAL CONSTRUCTION,46
2011,02 BRONX,BRONX,PAINT - PLASTER,45
2011,02 BRONX,BRONX,Noise - Residential,41
2011,02 BRONX,BRONX,NONCONST,24
2011,02 BRONX,BRONX,Street Light Condition,23
2011,02 BRONX,BRONX,Water System,21
2011,02 BRONX,BRONX,DHS Advantage - Tenant,17
2011,02 BRONX,BRONX,ELECTRIC,15
2011,02 BROOKLYN,BROOKLYN,Noise - Residential,94
2011,02 BROOKLYN,BROOKLYN,Noise,42
2011,02 BROOKLYN,BROOKLYN,Street Light Condition,39
2011,02 BROOKLYN,BROOKLYN,HEATING,33
2011,02 BROOKLYN,BROOKLYN,Water System,31
2011,02 BROOKLYN,BROOKLYN,Taxi Complaint,29
2011,02 BROOKLYN,BROOKLYN,PAINT - PLASTER,27
2011,02 BROOKLYN,BROOKLYN,Blocked Driveway,27
2011,02 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,26
2011,02 BROOKLYN,BROOKLYN,PLUMBING,26
2011,02 MANHATTAN,MANHATTAN,Noise,75
2011,02 MANHATTAN,MANHATTAN,Noise - Commercial,60
2011,02 MANHATTAN,MANHATTAN,Street Condition,52
2011,02 MANHATTAN,MANHATTAN,Taxi Complaint,49
2011,02 MANHATTAN,MANHATTAN,Noise - Residential,45
2011,02 MANHATTAN,MANHATTAN,Broken Muni Meter,41
2011,02 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,39
2011,02 MANHATTAN,MANHATTAN,HEATING,38
2011,02 MANHATTAN,MANHATTAN,Traffic Signal Condition,26
2011,02 MANHATTAN,MANHATTAN,Illegal Parking,26
2011,02 QUEENS,QUEENS,Noise - Residential,55
2011,02 QUEENS,QUEENS,Blocked Driveway,53
2011,02 QUEENS,QUEENS,Traffic Signal Condition,47
2011,02 QUEENS,QUEENS,HEATING,46
2011,02 QUEENS,QUEENS,Street Light Condition,39
2011,02 QUEENS,QUEENS,GENERAL CONSTRUCTION,34
2011,02 QUEENS,QUEENS,Sewer,30
2011,02 QUEENS,QUEENS,Water System,27
2011,02 QUEENS,QUEENS,PLUMBING,26
2011,02 QUEENS,QUEENS,Illegal Parking,23
2011,02 STATEN ISLAND,STATEN ISLAND,Street Light Condition,75
2011,02 STATEN ISLAND,STATEN ISLAND,Sewer,70
2011,02 STATEN ISLAND,STATEN ISLAND,Water System,61
2011,02 STATEN ISLAND,STATEN ISLAND,Damaged Tree,57
2011,02 STATEN ISLAND,STATEN ISLAND,Street Condition,53
2011,02 STATEN ISLAND,STATEN ISLAND,Missed Collection (All Materials),44
2011,02 STATEN ISLAND,STATEN ISLAND,Illegal Parking,43
2011,02 STATEN ISLAND,STATEN ISLAND,Sanitation Condition,31
2011,02 STATEN ISLAND,STATEN ISLAND,Dirty Conditions,29
2011,02 STATEN ISLAND,STATEN ISLAND,Traffic Signal Condition,24
2011,03 BRONX,BRONX,HEATING,81
2011,03 BRONX,BRONX,PLUMBING,67
2011,03 BRONX,BRONX,GENERAL CONSTRUCTION,66
2011,03 BRONX,BRONX,Noise - Residential,52
2011,03 BRONX,BRONX,PAINT - PLASTER,50
2011,03 BRONX,BRONX,NONCONST,41
2011,03 BRONX,BRONX,ELECTRIC,23
2011,03 BRONX,BRONX,DHS Advantage - Tenant,20
2011,03 BRONX,BRONX,Noise - Street/Sidewalk,17
2011,03 BRONX,BRONX,Water System,17
2011,03 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,194
2011,03 BROOKLYN,BROOKLYN,HEATING,151
2011,03 BROOKLYN,BROOKLYN,PAINT - PLASTER,134
2011,03 BROOKLYN,BROOKLYN,Noise - Residential,112
2011,03 BROOKLYN,BROOKLYN,PLUMBING,110
2011,03 BROOKLYN,BROOKLYN,NONCONST,107
2011,03 BROOKLYN,BROOKLYN,ELECTRIC,63
2011,03 BROOKLYN,BROOKLYN,Street Light Condition,49
2011,03 BROOKLYN,BROOKLYN,General Construction/Plumbing,47
2011,03 BROOKLYN,BROOKLYN,Dirty Conditions,44
2011,03 MANHATTAN,MANHATTAN,Noise - Residential,99
2011,03 MANHATTAN,MANHATTAN,HEATING,75
2011,03 MANHATTAN,MANHATTAN,Noise - Commercial,59
2011,03 MANHATTAN,MANHATTAN,Broken Muni Meter,50
2011,03 MANHATTAN,MANHATTAN,Taxi Complaint,48
2011,03 MANHATTAN,MANHATTAN,Street Condition,47
2011,03 MANHATTAN,MANHATTAN,Noise,44
2011,03 MANHATTAN,MANHATTAN,PLUMBING,38
2011,03 MANHATTAN,MANHATTAN,GENERAL CONSTRUCTION,36
2011,03 MANHATTAN,MANHATTAN,PAINT - PLASTER,33
2011,03 QUEENS,QUEENS,Noise - Residential,91
2011,03 QUEENS,QUEENS,Blocked Driveway,83
2011,03 QUEENS,QUEENS,HEATING,54
2011,03 QUEENS,QUEENS,Traffic Signal Condition,49
2011,03 QUEENS,QUEENS,Street Light Condition,39
2011,03 QUEENS,QUEENS,GENERAL CONSTRUCTION,38
2011,03 QUEENS,QUEENS,Water System,35
2011,03 QUEENS,QUEENS,PAINT - PLASTER,32
2011,03 QUEENS,QUEENS,PLUMBING,29
2011,03 QUEENS,QUEENS,Graffiti,29
2011,03 STATEN ISLAND,STATEN ISLAND,Damaged Tree,118
2011,03 STATEN ISLAND,STATEN ISLAND,Street Light Condition,79
2011,03 STATEN ISLAND,STATEN ISLAND,Sewer,64
2011,03 STATEN ISLAND,STATEN ISLAND,Water System,57
2011,03 STATEN ISLAND,STATEN ISLAND,Illegal Parking,56
2011,03 STATEN ISLAND,STATEN ISLAND,Street Condition,54
2011,03 STATEN ISLAND,STATEN ISLAND,Missed Collection (All Materials),50
2011,03 STATEN ISLAND,STATEN ISLAND,Building/Use,34
2011,03 STATEN ISLAND,STATEN ISLAND,Sanitation Condition,32
2011,03 STATEN ISLAND,STATEN ISLAND,Traffic Signal Condition,27
2011,04 BRONX,BRONX,GENERAL CONSTRUCTION,215
2011,04 BRONX,BRONX,HEATING,196
2011,04 BRONX,BRONX,PAINT - PLASTER,185
2011,04 BRONX,BRONX,PLUMBING,177
2011,04 BRONX,BRONX,Noise - Residential,139
2011,04 BRONX,BRONX,NONCONST,109
2011,04 BRONX,BRONX,Water System,52
2011,04 BRONX,BRONX,ELECTRIC,50
2011,04 BRONX,BRONX,DHS Advantage - Tenant,33
2011,04 BRONX,BRONX,APPLIANCE,23
2011,04 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,143
2011,04 BROOKLYN,BROOKLYN,PAINT - PLASTER,111
2011,04 BROOKLYN,BROOKLYN,PLUMBING,92
2011,04 BROOKLYN,BROOKLYN,HEATING,92
2011,04 BROOKLYN,BROOKLYN,NONCONST,92
2011,04 BROOKLYN,BROOKLYN,Noise - Residential,74
2011,04 BROOKLYN,BROOKLYN,Water System,58
2011,04 BROOKLYN,BROOKLYN,ELECTRIC,42
2011,04 BROOKLYN,BROOKLYN,Blocked Driveway,36
2011,04 BROOKLYN,BROOKLYN,Street Light Condition,35
2011,04 MANHATTAN,MANHATTAN,Noise,71
2011,04 MANHATTAN,MANHATTAN,Taxi Complaint,69
2011,04 MANHATTAN,MANHATTAN,HEATING,59
2011,04 MANHATTAN,MANHATTAN,Noise - Residential,58
2011,04 MANHATTAN,MANHATTAN,PLUMBING,41
2011,04 MANHATTAN,MANHATTAN,Noise - Commercial,36
2011,04 MANHATTAN,MANHATTAN,Illegal Parking,33
2011,04 MANHATTAN,MANHATTAN,NONCONST,29
2011,04 MANHATTAN,MANHATTAN,GENERAL CONSTRUCTION,27
2011,04 MANHATTAN,MANHATTAN,Broken Muni Meter,26
2011,04 QUEENS,QUEENS,Blocked Driveway,76
2011,04 QUEENS,QUEENS,Noise - Residential,71
2011,04 QUEENS,QUEENS,HEATING,55
2011,04 QUEENS,QUEENS,GENERAL CONSTRUCTION,44
2011,04 QUEENS,QUEENS,Street Light Condition,34
2011,04 QUEENS,QUEENS,PAINT - PLASTER,32
2011,04 QUEENS,QUEENS,NONCONST,31
2011,04 QUEENS,QUEENS,PLUMBING,31
2011,04 QUEENS,QUEENS,Water System,26
2011,04 QUEENS,QUEENS,Graffiti,25
2011,05 BRONX,BRONX,HEATING,218
2011,05 BRONX,BRONX,GENERAL CONSTRUCTION,203
2011,05 BRONX,BRONX,PAINT - PLASTER,171
2011,05 BRONX,BRONX,Noise - Residential,156
2011,05 BRONX,BRONX,PLUMBING,156
2011,05 BRONX,BRONX,NONCONST,92
2011,05 BRONX,BRONX,ELECTRIC,49
2011,05 BRONX,BRONX,Water System,41
2011,05 BRONX,BRONX,DHS Advantage - Tenant,40
2011,05 BRONX,BRONX,APPLIANCE,34
2011,05 BROOKLYN,BROOKLYN,Noise - Residential,139
2011,05 BROOKLYN,BROOKLYN,GENERAL CONSTRUCTION,119
2011,05 BROOKLYN,BROOKLYN,HEATING,108
2011,05 BROOKLYN,BROOKLYN,PLUMBING,105
2011,05 BROOKLYN,BROOKLYN,PAINT - PLASTER,81
2011,05 BROOKLYN,BROOKLYN,Water System,73
2011,05 BROOKLYN,BROOKLYN,NONCONST,72
2011,05 BROOKLYN,BROOKLYN,DHS Advantage -Landlord/Broker,68
2011,05 BROOKLYN,BROOKLYN,DHS Advantage - Tenant,61
2011,05 BROOKLYN,BROOKLYN,Blocked Driveway,56
2011,05 MANHATTAN,MANHATTAN,Broken Muni Meter,110
2011,05 MANHATTAN,MANHATTAN,Taxi Complaint,108
2011,05 MANHATTAN,MANHATTAN,Noise,65
2011,05 MANHATTAN,MANHATTAN,Street Condition,47
2011,05 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,39
2011,05 MANHATTAN,MANHATTAN,Consumer Complaint,39
2011,05 MANHATTAN,MANHATTAN,Water System,34
2011,05 MANHATTAN,MANHATTAN,Illegal Parking,29
2011,05 MANHATTAN,MANHATTAN,Vending,19
2011,05 MANHATTAN,MANHATTAN,Sidewalk Condition,18
2011,05 QUEENS,QUEENS,Blocked Driveway,101
2011,05 QUEENS,QUEENS,Street Light Condition,73
2011,05 QUEENS,QUEENS,Street Condition,60
2011,05 QUEENS,QUEENS,Water System,58
2011,05 QUEENS,QUEENS,Illegal Parking,57
2011,05 QUEENS,QUEENS,Noise - Residential,55
2011,05 QUEENS,QUEENS,HEATING,54
2011,05 QUEENS,QUEENS,GENERAL CONSTRUCTION,53
2011,05 QUEENS,QUEENS,Sewer,52
2011,05 QUEENS,QUEENS,Damaged Tree,48
2011,06 BRONX,BRONX,GENERAL CONSTRUCTION,111
2011,06 BRONX,BRONX,HEATING,104
2011,06 BRONX,BRONX,PLUMBING,91
2011,06 BRONX,BRONX,Noise - Residential,89
2011,06 BRONX,BRONX,PAINT - PLASTER,73
2011,06 BRONX,BRONX,NONCONST,51
2011,06 BRONX,BRONX,ELECTRIC,33
2011,06 BRONX,BRONX,DHS Advantage - Tenant,24
2011,06 BRONX,BRONX,Water System,23
2011,06 BRONX,BRONX,Dirty Conditions,15
2011,06 BROOKLYN,BROOKLYN,Street Light Condition,48
2011,06 BROOKLYN,BROOKLYN,Illegal Parking,34
2011,06 BROOKLYN,BROOKLYN,HEATING,33
2011,06 BROOKLYN,BROOKLYN,Street Condition,33
2011,06 BROOKLYN,BROOKLYN,Water System,33
2011,06 BROOKLYN,BROOKLYN,Noise,31
2011,06 BROOKLYN,BROOKLYN,Dirty Conditions,28
2011,06 BROOKLYN,BROOKLYN,General Construction/Plumbing,27
2011,06 BROOKLYN,BROOKLYN,Sewer,25
2011,06 BROOKLYN,BROOKLYN,Noise - Commercial,24
2011,06 MANHATTAN,MANHATTAN,Noise,71
2011,06 MANHATTAN,MANHATTAN,Broken Muni Meter,63
2011,06 MANHATTAN,MANHATTAN,Taxi Complaint,52
2011,06 MANHATTAN,MANHATTAN,Street Condition,41
